id,opened,closed,status,reason,type,location,neighborhood,zip,latitude,longitude
1.01E+11,8/9/13 12:43,8/12/13 15:51,Closed,General Request,General Request,463 Massachusetts Ave  Roxbury  MA  02118,Roxbury,2118,42.33994,-71.08137
1.01E+11,8/9/13 11:31,,Open,General Request,General Request,INTERSECTION of Glenarm St & Seaver St  Dorchester  MA  ,Roxbury,,42.28538,-71.06724
1.01E+11,8/8/13 21:17,8/12/13 15:40,Closed,General Request,General Request,28 Glenarm St  Dorchester  MA  02121,Roxbury,2121,42.303617,-71.080911
1.01E+11,8/8/13 17:56,9/5/13 14:15,Closed,General Request,General Request,90 Walnut Ave  Roxbury  MA  02119,Roxbury,2119,42.32187,-71.08501
1.01E+11,8/8/13 10:27,8/8/13 11:55,Closed,General Request,General Request,31 Homestead St  Dorchester  MA  02121,Roxbury,2121,42.31303,-71.09314
1.01E+11,8/7/13 14:07,8/13/13 14:32,Closed,General Request,General Request,17 Norfolk St  Roxbury  MA  02119,Roxbury,2119,42.328614,-71.091097
1.01E+11,8/7/13 13:23,8/8/13 15:20,Closed,General Request,General Request,91A Intervale St  Dorchester  MA  02121,Roxbury,2121,42.310398,-71.077425
1.01E+11,8/7/13 7:33,8/7/13 12:43,Closed,General Request,General Request,INTERSECTION of Massachusetts Ave & Southampton St  Roxbury  MA  ,Roxbury,,42.353067,-71.062842
1.01E+11,8/6/13 22:41,8/27/13 10:49,Closed,Graffiti,Graffiti Removal,21 Elm Hill Ave  Dorchester  MA  02121,Roxbury,2121,42.31268,-71.08474
1.01E+11,8/6/13 22:03,8/7/13 14:02,Closed,General Request,General Request,INTERSECTION of Harrison Ave & Melnea Cass Blvd  Roxbury  MA  ,Roxbury,,42.295837,-71.07734
1.01E+11,8/6/13 18:07,,Open,General Request,General Request,1155-1175 Tremont St  Boston  MA  02115,Roxbury,2115,42.334945,-71.089106
1.01E+11,8/6/13 13:23,10/18/13 13:44,Closed,General Request,General Request,18 Bradford St  Roxbury  MA  02118,Roxbury,2118,42.342681,-71.069018
1.01E+11,8/6/13 8:50,8/6/13 10:19,Closed,General Request,General Request,527 Massachusetts Ave  Roxbury  MA  02118,Roxbury,2118,42.33859,-71.08002
1.01E+11,8/6/13 8:24,8/7/13 15:00,Closed,General Request,General Request,280 Highland St  Roxbury  MA  02119,Roxbury,2119,42.323314,-71.097045
1.01E+11,8/6/13 7:58,8/6/13 11:06,Closed,General Request,General Request,3 Fairland St  Roxbury  MA  02119,Roxbury,2119,42.32554,-71.078
1.01E+11,8/6/13 7:10,,Open,General Request,General Request,1530 Washington St  Roxbury  MA  02118,Roxbury,2118,42.3594,-71.0587
1.01E+11,8/5/13 18:24,9/5/13 10:15,Closed,General Request,General Request,115 Union Park St  Roxbury  MA  02118,Roxbury,2118,42.3594,-71.0587
1.01E+11,8/5/13 16:57,8/9/13 9:57,Closed,General Request,General Request,INTERSECTION of Brooke Marshall Rd & Ruggles St  Mission Hill  MA  ,Roxbury,,42.31194,-71.11092
1.01E+11,8/5/13 16:26,8/6/13 11:18,Closed,General Request,General Request,2054 Columbus Ave  Roxbury  MA  02119,Roxbury,2119,42.3594,-71.0587
1.01E+11,8/5/13 10:03,8/7/13 15:04,Closed,General Request,General Request,553 Massachusetts Ave  Roxbury  MA  02118,Roxbury,2118,42.337815,-71.079376
1.01E+11,8/5/13 9:01,8/5/13 9:10,Closed,General Request,General Request,INTERSECTION of Columbus Ave & New Heath St  Roxbury  MA  ,Roxbury,,42.317155,-71.102149
1.01E+11,8/5/13 8:45,8/6/13 13:43,Closed,General Request,General Request,549-551 Massachusetts Ave  Roxbury  MA  02118,Roxbury,2118,42.3594,-71.0587
1.01E+11,8/5/13 8:25,8/22/13 12:58,Closed,General Request,General Request,225 Northampton St  Roxbury  MA  02118,Roxbury,2118,42.33844,-71.08035
1.01E+11,8/4/13 19:02,,Open,General Request,General Request,408 Seaver St  Dorchester  MA  02121,Roxbury,2121,42.30347,-71.08108
1.01E+11,8/4/13 18:59,8/5/13 8:26,Closed,General Request,General Request,408 Seaver St  Dorchester  MA  02121,Roxbury,2121,42.30347,-71.08108
1.01E+11,8/4/13 15:39,8/7/13 11:07,Closed,Highway Maintenance,Request for Pothole Repair,72 Copeland St  Roxbury  MA  02119,Roxbury,2119,42.32338,-71.07944
1.01E+11,8/4/13 14:38,8/19/13 14:19,Closed,Street Lights,Street Light Outages,INTERSECTION of Harrison Ave & Massachusetts Ave  Roxbury  MA  ,Roxbury,,42.29598,-71.07821
1.01E+11,8/4/13 9:52,8/7/13 15:44,Closed,General Request,General Request,25 Lambert Ave  Roxbury  MA  02119,Roxbury,2119,42.327924,-71.09
1.01E+11,8/3/13 13:36,8/5/13 9:26,Closed,General Request,General Request,131 Harrishof St  Dorchester  MA  02121,Roxbury,2121,42.31728,-71.0897
1.01E+11,8/3/13 9:52,8/5/13 9:37,Closed,General Request,General Request,INTERSECTION of Harrison Ave & Warren Pl  Roxbury  MA  ,Roxbury,,42.29599,-71.07656
1.01E+11,8/3/13 8:46,8/26/13 14:41,Closed,General Request,General Request,182 Winthrop St  Roxbury  MA  02119,Roxbury,2119,42.3594,-71.0587
1.01E+11,8/2/13 12:30,8/4/13 11:01,Closed,General Request,General Request,87 Moreland St  Roxbury  MA  02119,Roxbury,2119,42.32327,-71.07808
1.01E+11,8/2/13 11:08,8/26/13 14:39,Closed,General Request,General Request,10 Ringgold St  Roxbury  MA  02118,Roxbury,2118,42.3594,-71.0587
1.01E+11,8/2/13 10:01,,Open,General Request,General Request,INTERSECTION of Dudley St & Washington St  Roxbury  MA  ,Roxbury,,42.28933,-71.12842
1.01E+11,8/1/13 18:52,8/15/13 11:10,Closed,Highway Maintenance,Sidewalk Repair (Make Safe),41 Woodville St  Roxbury  MA  02119,Roxbury,2119,42.321605,-71.076946
1.01E+11,8/1/13 16:21,,Open,General Request,General Request,15 Cedar St  Roxbury  MA  02119,Roxbury,2119,42.3594,-71.0587
1.01E+11,8/1/13 13:04,8/8/13 13:39,Closed,Graffiti,Graffiti Removal,218 Northampton St  Roxbury  MA  02118,Roxbury,2118,42.33801,-71.08034
1.01E+11,8/1/13 12:08,8/1/13 14:53,Closed,General Request,General Request,43-45 Chadwick St  Roxbury  MA  02119,Roxbury,2119,42.330777,-71.076311
1.01E+11,8/1/13 7:13,,Open,General Request,General Request,INTERSECTION of Massachusetts Ave & Tremont St  Roxbury  MA  ,Roxbury,,42.353067,-71.062842
1.01E+11,7/31/13 23:38,,Open,General Request,General Request,408 Seaver St  Dorchester  MA  02121,Roxbury,2121,42.30347,-71.08108
1.01E+11,7/31/13 19:07,8/2/13 10:44,Closed,General Request,General Request,1 Juniper St  Roxbury  MA  02119,Roxbury,2119,42.32453,-71.089192
1.01E+11,7/31/13 17:31,8/12/13 10:52,Closed,General Request,General Request,66-68 Clifton St  Dorchester  MA  02125,Roxbury,2125,42.32075,-71.06954
1.01E+11,7/31/13 15:56,,Open,General Request,General Request,1535 Washington St  Roxbury  MA  02118,Roxbury,2118,42.339656,-71.073555
1.01E+11,7/31/13 15:00,8/3/13 7:40,Closed,General Request,General Request,2081-2083 Washington St  Roxbury  MA  02119,Roxbury,2119,42.332486,-71.081546
1.01E+11,7/31/13 8:56,,Open,General Request,General Request,1530 Washington St  Roxbury  MA  02118,Roxbury,2118,42.3594,-71.0587
1.01E+11,7/31/13 6:04,8/1/13 9:51,Closed,General Request,General Request,243 Northampton St  Roxbury  MA  02118,Roxbury,2118,42.338796,-71.080781
1.01E+11,7/30/13 17:41,7/31/13 15:22,Closed,General Request,General Request,INTERSECTION of Kineo St & Magnolia St  Dorchester  MA  ,Roxbury,,42.374852,-71.065026
1.01E+11,7/30/13 16:25,8/1/13 10:27,Closed,General Request,General Request,222 Northampton St  Roxbury  MA  02118,Roxbury,2118,42.3381,-71.08045
1.01E+11,7/30/13 12:57,7/31/13 9:17,Closed,General Request,General Request,INTERSECTION of Northampton St & Public Alley No 804  Roxbury  MA  ,Roxbury,,42.286935,-71.17934
1.01E+11,7/30/13 12:56,7/31/13 11:34,Closed,General Request,General Request,206 Northampton St  Roxbury  MA  02118,Roxbury,2118,42.33776,-71.08003
1.01E+11,7/30/13 8:09,7/30/13 14:56,Closed,Highway Maintenance,Sidewalk Repair (Make Safe),14-16 Westminster Ave  Roxbury  MA  02119,Roxbury,2119,42.316603,-71.095677
1.01E+11,7/29/13 19:32,8/1/13 9:52,Closed,General Request,General Request,INTERSECTION of Massachusetts Ave & Tremont St  Roxbury  MA  ,Roxbury,,42.353067,-71.062842
1.01E+11,7/29/13 14:00,7/30/13 5:41,Closed,General Request,General Request,2-6 Guild St  Roxbury  MA  02119,Roxbury,2119,42.326074,-71.088017
1.01E+11,7/28/13 18:48,7/29/13 10:23,Closed,General Request,General Request,INTERSECTION of Lambert Ave & Rockledge St  Roxbury  MA  ,Roxbury,,42.26745,-71.1244
1.01E+11,7/28/13 18:39,7/29/13 10:23,Closed,General Request,General Request,45 Lambert Ave  Roxbury  MA  02119,Roxbury,2119,42.3594,-71.0587
1.01E+11,7/28/13 18:17,8/7/13 15:08,Closed,General Request,General Request,45 Lambert Ave  Roxbury  MA  02119,Roxbury,2119,42.3594,-71.0587
1.01E+11,7/28/13 15:17,8/5/13 8:52,Closed,Graffiti,Graffiti Removal,5 Alvah Kittredge Park  Roxbury  MA  02119,Roxbury,2119,42.32852,-71.0925
1.01E+11,7/28/13 10:47,7/29/13 12:05,Closed,General Request,General Request,675 Massachusetts Ave  Roxbury  MA  02118,Roxbury,2118,42.3356,-71.07623
1.01E+11,7/27/13 15:02,8/26/13 13:25,Closed,Graffiti,Graffiti Removal,5 Alvah Kittredge Park  Roxbury  MA  02119,Roxbury,2119,42.32852,-71.0925
1.01E+11,7/27/13 10:31,7/29/13 10:00,Closed,General Request,General Request,5 Batchelder St  Dorchester  MA  02125,Roxbury,2125,42.3208,-71.06919
1.01E+11,7/26/13 18:58,,Open,General Request,General Request,618 Harrison Ave  Roxbury  MA  02118,Roxbury,2118,42.340024,-71.068565
1.01E+11,7/25/13 7:55,7/25/13 13:34,Closed,General Request,General Request,INTERSECTION of Kineo St & Magnolia St  Dorchester  MA  ,Roxbury,,42.374852,-71.065026
1.01E+11,7/24/13 17:47,10/15/13 11:44,Closed,General Request,General Request,14 Linwood Sq  Roxbury  MA  02119,Roxbury,2119,42.32861,-71.09392
1.01E+11,7/24/13 8:19,7/25/13 9:43,Closed,General Request,General Request,205 Quincy St  Dorchester  MA  02121,Roxbury,2121,42.312821,-71.075031
1.01E+11,7/23/13 14:40,9/30/13 11:34,Closed,General Request,General Request,INTERSECTION of Northampton St & Shawmut Ave  Roxbury  MA  ,Roxbury,,42.286646,-71.170777
1.01E+11,7/22/13 19:43,,Open,General Request,General Request,INTERSECTION of Centre St & Marcella St  Roxbury  MA  ,Roxbury,,42.37992,-71.06372
1.01E+11,7/22/13 17:57,7/24/13 12:08,Closed,General Request,General Request,15 Cedar St  Roxbury  MA  02119,Roxbury,2119,42.3594,-71.0587
1.01E+11,7/22/13 13:07,9/17/13 10:45,Closed,General Request,General Request,1530 Washington St  Roxbury  MA  02118,Roxbury,2118,42.3594,-71.0587
1.01E+11,7/22/13 10:28,7/23/13 14:21,Closed,General Request,General Request,40-48 Vaughan Ave  Dorchester  MA  02121,Roxbury,2121,42.306692,-71.075966
1.01E+11,7/22/13 9:48,,Open,General Request,General Request,851-853 Harrison Ave  Roxbury  MA  02118,Roxbury,2118,42.33474,-71.07567
1.01E+11,7/22/13 9:28,7/22/13 12:56,Closed,General Request,General Request,265-273 Roxbury St  Roxbury  MA  02119,Roxbury,2119,42.330405,-71.093771
1.01E+11,7/22/13 8:54,7/23/13 10:49,Closed,General Request,General Request,4H Centre St  Roxbury  MA  02119,Roxbury,2119,42.329744,-71.091857
1.01E+11,7/22/13 7:48,7/24/13 15:17,Closed,General Request,General Request,201 Magnolia St  Dorchester  MA  02121,Roxbury,2121,42.3116,-71.07394
1.01E+11,7/22/13 7:20,8/5/13 10:00,Closed,General Request,General Request,INTERSECTION of Massachusetts Ave & Tremont St  Roxbury  MA  ,Roxbury,,42.353067,-71.062842
1.01E+11,7/21/13 0:40,7/22/13 14:11,Closed,General Request,General Request,INTERSECTION of Massachusetts Ave & Tremont St  Roxbury  MA  ,Roxbury,,42.353067,-71.062842
1.01E+11,7/20/13 14:02,7/25/13 10:53,Closed,Graffiti,Graffiti Removal,225 Northampton St  Roxbury  MA  02118,Roxbury,2118,42.33844,-71.08035
1.01E+11,7/20/13 12:50,7/22/13 10:24,Closed,General Request,General Request,1530 Washington St  Roxbury  MA  02118,Roxbury,2118,42.3594,-71.0587
1.01E+11,7/20/13 6:09,7/26/13 9:49,Closed,General Request,General Request,555 Massachusetts Ave  Roxbury  MA  02118,Roxbury,2118,42.33776,-71.07931
1.01E+11,7/19/13 22:33,,Open,General Request,General Request,INTERSECTION of Forest St & Mount Pleasant Ave  Roxbury  MA  ,Roxbury,,42.2843,-71.07496
1.01E+11,7/19/13 10:08,7/23/13 8:40,Closed,General Request,General Request,114 Cedar St  Roxbury  MA  02119,Roxbury,2119,42.3269,-71.09361
1.01E+11,7/19/13 8:03,,Open,General Request,General Request,11 Julian St  Dorchester  MA  02125,Roxbury,2125,42.319163,-71.077047
1.01E+11,7/19/13 7:54,7/29/13 10:52,Closed,General Request,General Request,11 Julian St  Dorchester  MA  02125,Roxbury,2125,42.319163,-71.077047
1.01E+11,7/18/13 20:39,,Open,General Request,General Request,221 Walnut Ave  Roxbury  MA  02119,Roxbury,2119,42.319308,-71.090558
1.01E+11,7/18/13 20:16,7/19/13 11:12,Closed,General Request,General Request,221 Walnut Ave  Roxbury  MA  02119,Roxbury,2119,42.319308,-71.090558
1.01E+11,7/18/13 18:32,7/19/13 10:47,Closed,General Request,General Request,INTERSECTION of Elmwood St & Elmwood Ct  Roxbury  MA  ,Roxbury,,42.293253,-71.121921
1.01E+11,7/18/13 15:09,9/24/13 12:59,Closed,General Request,General Request,INTERSECTION of Albany St & Northampton St  Roxbury  MA  ,Roxbury,,42.27364,-71.16121
1.01E+11,7/18/13 12:38,7/26/13 11:02,Closed,Graffiti,Graffiti Removal,60 Seaver St  Dorchester  MA  02121,Roxbury,2121,42.31167,-71.09312
1.01E+11,7/18/13 11:52,,Open,General Request,General Request,19 Greenwich St  Mission Hill  MA  02120,Roxbury,2120,42.33552,-71.0838
1.01E+11,7/18/13 11:51,,Open,General Request,General Request,6 Greenwich Ct  Mission Hill  MA  02120,Roxbury,2120,42.33541,-71.08393
1.01E+11,7/18/13 11:50,,Open,General Request,General Request,6 Greenwich Ct  Mission Hill  MA  02120,Roxbury,2120,42.33541,-71.08393
1.01E+11,7/18/13 11:49,7/19/13 16:06,Closed,General Request,General Request,6 Greenwich Ct  Mission Hill  MA  02120,Roxbury,2120,42.33541,-71.08393
1.01E+11,7/18/13 11:48,,Open,General Request,General Request,6 Greenwich Ct  Mission Hill  MA  02120,Roxbury,2120,42.33541,-71.08393
1.01E+11,7/18/13 8:00,7/30/13 13:26,Closed,General Request,General Request,2961A-2967B Washington St  Roxbury  MA  02119,Roxbury,2119,42.3594,-71.0587
1.01E+11,7/17/13 21:08,8/5/13 9:58,Closed,General Request,General Request,90 Windsor St  Mission Hill  MA  02120,Roxbury,2120,42.33536,-71.08512
1.01E+11,7/17/13 17:44,7/26/13 11:18,Closed,General Request,General Request,544P Massachusetts Ave  Roxbury  MA  02118,Roxbury,2118,42.3594,-71.0587
1.01E+11,7/17/13 17:41,7/18/13 9:16,Closed,General Request,General Request,INTERSECTION of Benton St & Columbus Ave  Mission Hill  MA  ,Roxbury,,42.27857,-71.09907
1.01E+11,7/17/13 11:22,7/19/13 16:17,Closed,Signs & Signals,Sign Repair,14 Julian St  Dorchester  MA  02125,Roxbury,2125,42.319495,-71.077163
1.01E+11,7/17/13 11:19,7/18/13 10:34,Closed,General Request,General Request,135 Humboldt Ave  Dorchester  MA  02121,Roxbury,2121,42.315731,-71.08784
1.01E+11,7/16/13 11:41,,Open,General Request,General Request,605A Massachusetts Ave  Roxbury  MA  02118,Roxbury,2118,42.337071,-71.078085
1.01E+11,7/16/13 11:29,7/16/13 13:19,Closed,General Request,General Request,699 Massachusetts Ave  Roxbury  MA  02118,Roxbury,2118,42.33507,-71.075599
1.01E+11,7/16/13 9:18,,Open,General Request,General Request,91-97 Hampden St  Roxbury  MA  02119,Roxbury,2119,42.329999,-71.075095
1.01E+11,7/16/13 6:45,7/19/13 9:13,Closed,General Request,General Request,35 Dennison St  Roxbury  MA  02119,Roxbury,2119,42.31814,-71.09319
1.01E+11,7/15/13 20:29,7/17/13 10:15,Closed,General Request,General Request,237 Northampton St  Roxbury  MA  02118,Roxbury,2118,42.33868,-71.08064
1.01E+11,7/15/13 10:38,7/18/13 10:49,Closed,General Request,General Request,10 Ringgold St  Roxbury  MA  02118,Roxbury,2118,42.3594,-71.0587
1.01E+11,7/15/13 10:05,7/22/13 14:49,Closed,General Request,General Request,10 Ringgold St  Roxbury  MA  02118,Roxbury,2118,42.3594,-71.0587
1.01E+11,7/15/13 10:04,7/22/13 14:46,Closed,General Request,General Request,10 Ringgold St  Roxbury  MA  02118,Roxbury,2118,42.3594,-71.0587
1.01E+11,7/15/13 6:49,7/17/13 9:29,Closed,Street Lights,Street Light Outages,130 Crawford St  Dorchester  MA  02121,Roxbury,2121,42.31512,-71.09216
1.01E+11,7/14/13 13:29,7/15/13 14:04,Closed,Graffiti,Graffiti Removal,INTERSECTION of Guild Row & Shawmut Ave  Roxbury  MA  ,Roxbury,,42.28542,-71.06858
1.01E+11,7/14/13 11:53,8/13/13 9:49,Closed,General Request,General Request,701-703 Massachusetts Ave  Roxbury  MA  02118,Roxbury,2118,42.334996,-71.075506
1.01E+11,7/13/13 16:47,7/15/13 12:53,Closed,General Request,General Request,INTERSECTION of Warren St & Moreland St  Roxbury  MA  ,Roxbury,,42.35228,-71.17022
1.01E+11,7/13/13 15:16,7/15/13 13:38,Closed,General Request,General Request,151 Centre St  Roxbury  MA  02119,Roxbury,2119,42.326088,-71.096786
1.01E+11,7/13/13 15:12,7/14/13 14:34,Closed,General Request,General Request,685 Tremont St  Roxbury  MA  02118,Roxbury,2118,42.3594,-71.0587
1.01E+11,7/13/13 11:59,7/15/13 13:38,Closed,General Request,General Request,1 Juniper St  Roxbury  MA  02119,Roxbury,2119,42.32453,-71.089192
1.01E+11,7/13/13 10:05,7/13/13 14:18,Closed,General Request,General Request,19 Highland St  Roxbury  MA  02119,Roxbury,2119,42.3294,-71.09172
1.01E+11,7/12/13 11:34,7/15/13 15:39,Closed,General Request,General Request,650 Harrison Ave  Roxbury  MA  02118,Roxbury,2118,42.339481,-71.069275
1.01E+11,7/11/13 18:24,,Open,General Request,General Request,INTERSECTION of Thorndike St & Sherwin St  Roxbury  MA  ,Roxbury,,42.328243,-71.087624
1.01E+11,7/11/13 14:23,7/12/13 10:14,Closed,Highway Maintenance,Request for Pothole Repair,157 Geneva Ave  Dorchester  MA  02121,Roxbury,2121,42.30512,-71.07727
1.01E+11,7/11/13 14:20,7/12/13 10:14,Closed,Highway Maintenance,Request for Pothole Repair,156 Geneva Ave  Dorchester  MA  02121,Roxbury,2121,42.305444,-71.077081
1.01E+11,7/11/13 14:19,7/12/13 14:51,Closed,Highway Maintenance,Request for Pothole Repair,157 Geneva Ave  Dorchester  MA  02121,Roxbury,2121,42.30512,-71.07727
1.01E+11,7/11/13 14:18,7/11/13 15:49,Closed,General Request,General Request,80 Robey St  Dorchester  MA  02125,Roxbury,2125,42.32119,-71.06842
1.01E+11,7/11/13 14:17,7/12/13 10:14,Closed,Highway Maintenance,Request for Pothole Repair,137 Geneva Ave  Dorchester  MA  02121,Roxbury,2121,42.30568,-71.07801
1.01E+11,7/11/13 14:15,7/12/13 10:14,Closed,Highway Maintenance,Request for Pothole Repair,144 Geneva Ave  Dorchester  MA  02121,Roxbury,2121,42.30581,-71.07749
1.01E+11,7/11/13 14:15,7/12/13 10:14,Closed,Highway Maintenance,Request for Pothole Repair,144 Geneva Ave  Dorchester  MA  02121,Roxbury,2121,42.30581,-71.07749
1.01E+11,7/11/13 12:35,7/16/13 12:38,Closed,General Request,General Request,26-30 Vale St  Roxbury  MA  02119,Roxbury,2119,42.321876,-71.094159
1.01E+11,7/11/13 12:34,7/12/13 7:53,Closed,General Request,General Request,26-30 Vale St  Roxbury  MA  02119,Roxbury,2119,42.321876,-71.094159
1.01E+11,7/11/13 10:30,7/12/13 7:31,Closed,Highway Maintenance,Request for Pothole Repair,INTERSECTION of Anita Ter & Elmwood St  Roxbury  MA  ,Roxbury,,42.27257,-71.06654
1.01E+11,7/11/13 10:03,7/11/13 13:03,Closed,General Request,General Request,151 Centre St  Roxbury  MA  02119,Roxbury,2119,42.326088,-71.096786
1.01E+11,7/10/13 19:53,,Open,General Request,General Request,33 Woodville St  Roxbury  MA  02119,Roxbury,2119,42.321624,-71.076592
1.01E+11,7/10/13 17:47,7/10/13 22:48,Closed,Highway Maintenance,Request for Pothole Repair,173 Norfolk Ave  Roxbury  MA  02119,Roxbury,2119,42.32549,-71.07009
1.01E+11,7/10/13 15:06,10/2/13 13:05,Closed,General Request,General Request,INTERSECTION of Dudley St & Warren St  Roxbury  MA  ,Roxbury,,42.289611,-71.128665
1.01E+11,7/10/13 8:35,,Open,General Request,General Request,INTERSECTION of Albany St & Massachusetts Ave  Roxbury  MA  ,Roxbury,,42.27394,-71.161
1.01E+11,7/10/13 8:28,9/9/13 13:58,Closed,General Request,General Request,INTERSECTION of Langdon St & Norfolk Ave  Roxbury  MA  ,Roxbury,,42.25972,-71.12627
1.01E+11,7/10/13 8:00,,Open,General Request,General Request,INTERSECTION of Albany St & Massachusetts Ave  Roxbury  MA  ,Roxbury,,42.27394,-71.161
1.01E+11,7/9/13 22:37,7/11/13 9:31,Closed,General Request,General Request,INTERSECTION of Cleveland St & Cleveland Park  Roxbury  MA  ,Roxbury,,42.28618,-71.10868
1.01E+11,7/9/13 19:01,,Open,General Request,General Request,182 Ruthven St  Dorchester  MA  02121,Roxbury,2121,42.31145,-71.08686
1.01E+11,7/9/13 18:54,7/24/13 14:30,Closed,Street Lights,Street Light Outages,294-296 Highland St  Roxbury  MA  02119,Roxbury,2119,42.324109,-71.097728
1.01E+11,7/9/13 15:01,7/10/13 11:24,Closed,Highway Maintenance,Sidewalk Repair (Make Safe),INTERSECTION of Fellows St & Randall St  Roxbury  MA  ,Roxbury,,42.355043,-71.072535
1.01E+11,7/9/13 10:55,7/10/13 9:37,Closed,General Request,General Request,75 W Rutland Sq  Roxbury  MA  02118,Roxbury,2118,42.3594,-71.0587
1.01E+11,7/9/13 10:50,7/16/13 17:33,Closed,General Request,General Request,75 W Rutland Sq  Roxbury  MA  02118,Roxbury,2118,42.3594,-71.0587
1.01E+11,7/9/13 8:08,7/10/13 11:48,Closed,General Request,General Request,14 Julian St  Dorchester  MA  02125,Roxbury,2125,42.319495,-71.077163
1.01E+11,7/9/13 7:21,7/26/13 3:42,Closed,Street Lights,Street Light Outages,717-745 Massachusetts Ave  Roxbury  MA  02118,Roxbury,2118,42.334121,-71.074677
1.01E+11,7/8/13 23:04,,Open,Street Lights,Street Light Outages,8-14 Newcomb St  Roxbury  MA  02118,Roxbury,2118,42.33421,-71.07896
1.01E+11,7/8/13 19:16,7/9/13 10:26,Closed,Graffiti,Graffiti Removal,1-5A Blue Hill Ave  Roxbury  MA  02119,Roxbury,2119,42.325144,-71.075314
1.01E+11,7/8/13 19:16,8/26/13 13:18,Closed,Graffiti,Graffiti Removal,1-5A Blue Hill Ave  Roxbury  MA  02119,Roxbury,2119,42.325144,-71.075314
1.01E+11,7/8/13 8:46,,Open,General Request,General Request,18 Julian St  Dorchester  MA  02125,Roxbury,2125,42.319503,-71.077047
1.01E+11,7/8/13 7:32,7/18/13 10:38,Closed,General Request,General Request,1535 Washington St  Roxbury  MA  02118,Roxbury,2118,42.339656,-71.073555
1.01E+11,7/7/13 22:22,7/8/13 12:46,Closed,General Request,General Request,1535 Washington St  Roxbury  MA  02118,Roxbury,2118,42.339656,-71.073555
1.01E+11,7/7/13 11:27,7/9/13 9:34,Closed,General Request,General Request,225 Northampton St  Roxbury  MA  02118,Roxbury,2118,42.33844,-71.08035
1.01E+11,7/7/13 9:39,,Open,General Request,General Request,INTERSECTION of Forest St & Mount Pleasant Ave  Roxbury  MA  ,Roxbury,,42.2843,-71.07496
1.01E+11,7/7/13 9:33,7/9/13 8:55,Closed,General Request,General Request,104-106 Winthrop St  Roxbury  MA  02119,Roxbury,2119,42.32421,-71.07701
1.01E+11,7/7/13 9:22,,Open,General Request,General Request,12 Fairland St  Roxbury  MA  02119,Roxbury,2119,42.32507,-71.07813
1.01E+11,7/6/13 20:53,7/8/13 8:21,Closed,General Request,General Request,INTERSECTION of Hampden St & Melnea Cass Blvd  Roxbury  MA  ,Roxbury,,42.29175,-71.07358
1.01E+11,7/6/13 14:44,7/8/13 11:03,Closed,General Request,General Request,103 Winthrop St  Roxbury  MA  02119,Roxbury,2119,42.32395,-71.07741
1.01E+11,7/6/13 11:11,10/8/13 8:02,Closed,General Request,General Request,505 Massachusetts Ave  Roxbury  MA  02118,Roxbury,2118,42.33903,-71.08043
1.01E+11,7/6/13 11:10,7/8/13 11:04,Closed,General Request,General Request,INTERSECTION of Northampton St & Public Alley No 802  Roxbury  MA  ,Roxbury,,42.288841,-71.184856
1.01E+11,7/6/13 9:57,7/18/13 16:36,Closed,Street Lights,Street Light Outages,199-215 Norfolk Ave  Roxbury  MA  02119,Roxbury,2119,42.3243,-71.06942
1.01E+11,7/6/13 7:50,7/8/13 13:10,Closed,General Request,General Request,34 Marshfield St  Roxbury  MA  02119,Roxbury,2119,42.323117,-71.068844
1.01E+11,7/6/13 7:49,,Open,General Request,General Request,34 Marshfield St  Roxbury  MA  02119,Roxbury,2119,42.323117,-71.068844
1.01E+11,7/5/13 17:34,7/8/13 11:40,Closed,Highway Maintenance,Request for Pothole Repair,9 Fairland St  Roxbury  MA  02119,Roxbury,2119,42.32535,-71.07828
1.01E+11,7/5/13 16:03,7/18/13 9:27,Closed,General Request,General Request,561 Massachusetts Ave  Roxbury  MA  02118,Roxbury,2118,42.337628,-71.079086
1.01E+11,7/5/13 14:50,7/10/13 11:39,Closed,General Request,General Request,18 Bradford St  Roxbury  MA  02118,Roxbury,2118,42.342681,-71.069018
1.01E+11,7/5/13 14:08,,Open,General Request,General Request,INTERSECTION of Massachusetts Ave & Southampton St  Roxbury  MA  ,Roxbury,,42.353067,-71.062842
1.01E+11,7/5/13 11:01,,Open,General Request,General Request,160 Northampton St  Roxbury  MA  02118,Roxbury,2118,42.33665,-71.07866
1.01E+11,7/4/13 10:01,,Open,General Request,General Request,650 Harrison Ave  Roxbury  MA  02118,Roxbury,2118,42.339481,-71.069275
1.01E+11,7/4/13 6:59,,Open,General Request,General Request,1115 Tremont St  Boston  MA  02115,Roxbury,2115,42.335649,-71.087699
1.01E+11,7/4/13 0:40,7/4/13 10:38,Closed,General Request,General Request,75 W Newton St  Roxbury  MA  02118,Roxbury,2118,42.340731,-71.075324
1.01E+11,7/3/13 12:46,7/3/13 13:10,Closed,General Request,General Request,INTERSECTION of Massachusetts Ave & Southampton St  Roxbury  MA  ,Roxbury,,42.353067,-71.062842
1.01E+11,7/3/13 12:36,7/5/13 8:32,Closed,General Request,General Request,42 Woodville St  Roxbury  MA  02119,Roxbury,2119,42.32124,-71.07683
1.01E+11,7/3/13 8:43,7/3/13 8:52,Closed,General Request,General Request,65 Warren St  Roxbury  MA  02119,Roxbury,2119,42.328086,-71.083641
